"","species","qtd"
"6914","Psidium guineense",2
"6915","Psidium guyanense",0
"6916","Psidium hians",0
"6917","Psidium maribense",0
"6918","Psidium oligospermum",0
"6919","Psidium pedicellatum",0
"6920","Psidium riparium",0
"6921","Psidium rutidocarpum",0
"6922","Psidium salutare",0
"6923","Psidium sartorianum",0
"6924","Psidium striatulum",0
"6925","Siphoneugena dussii",0
"6926","Ugni molinae",0
"6927","Ugni myricoides",0
"6928","Blastemanthus gemmiflorus",0
"6929","Blastemanthus grandiflorus",0
"6930","Blastemanthus sprucei",0
"6931","Cespedesia spathulata",0
"6932","Elvasia brevipedicellata",0
"6933","Elvasia calophyllea",0
"6934","Elvasia canescens",0
"6935","Elvasia elvasioides",0
"6936","Elvasia essequibensis",0
"6937","Elvasia macrostipularis",0
"6938","Elvasia quinqueloba",0
"6939","Elvasia sphaerocarpa",0
"6940","Froesia crassiflora",0
"6941","Froesia diffusa",0
"6942","Froesia gereauana",1
"6943","Froesia tricarpa",0
"6944","Krukoviella disticha",0
"6945","Lacunaria crenata",0
"6946","Lacunaria grandifolia",0
"6947","Lacunaria jenmanii",1
"6948","Lacunaria macrostachya",0
"6949","Lacunaria oppositifolia",0
"6950","Lacunaria sampaioi",0
"6951","Lacunaria umbonata",0
"6952","Ouratea acuminata",0
"6953","Ouratea amplifolia",0
"6954","Ouratea apurensis",0
"6955","Ouratea aquatica",0
"6956","Ouratea arbobrevicalyx",0
"6957","Ouratea aromatica",0
"6958","Ouratea articulata",0
"6959","Ouratea attenuata",0
"6960","Ouratea barrae",0
"6961","Ouratea bipartita",0
"6962","Ouratea candelabra",0
"6963","Ouratea candollei",0
"6964","Ouratea cardiosperma",0
"6965","Ouratea cassinifolia",0
"6966","Ouratea castaneifolia",0
"6967","Ouratea cataractarum",0
"6968","Ouratea caudata",0
"6969","Ouratea cerebroidea",0
"6970","Ouratea cernuiflora",0
"6971","Ouratea chiribiquetensis",0
"6972","Ouratea chrysopetala",0
"6973","Ouratea cidiana",0
"6974","Ouratea cinnamomea",0
"6975","Ouratea clarkii",0
"6976","Ouratea coccinea",0
"6977","Ouratea culminicola",0
"6978","Ouratea davidsei",0
"6979","Ouratea decagyna",0
"6980","Ouratea discophora",1
"6981","Ouratea duckei",0
"6982","Ouratea elongata",0
"6983","Ouratea engleri",0
"6984","Ouratea erecta",0
"6985","Ouratea fasciculata",0
"6986","Ouratea ferruginea",0
"6987","Ouratea flexuosa",0
"6988","Ouratea francinae",0
"6989","Ouratea fusiformis",0
"6990","Ouratea garcinioides",0
"6991","Ouratea gillyana",0
"6992","Ouratea grandiflora",0
"6993","Ouratea grosourdyi",0
"6994","Ouratea guianensis",0
"6995","Ouratea guildingii",0
"6996","Ouratea guriensis",0
"6997","Ouratea heterobracteata",0
"6998","Ouratea hoehnei",0
"6999","Ouratea impressa",0
"7000","Ouratea inundata",0
"7001","Ouratea iquitosensis",0
"7002","Ouratea jansen-jacobsiae",0
"7003","Ouratea javariensis",0
"7004","Ouratea kananariensis",0
"7005","Ouratea kanukuensis",0
"7006","Ouratea leblondii",0
"7007","Ouratea leprieurii",0
"7008","Ouratea liesneri",0
"7009","Ouratea maasorum",0
"7010","Ouratea macrocarpa",0
"7011","Ouratea maguirei",0
"7012","Ouratea marahuacensis",0
"7013","Ouratea mazaruniensis",0
"7014","Ouratea megaphylla",0
"7015","Ouratea melinonii",0
"7016","Ouratea miniguianensis",0
"7017","Ouratea multibracteata",0
"7018","Ouratea oblongifolia",0
"7019","Ouratea occultinervis",0
"7020","Ouratea odora",0
"7021","Ouratea oleosa",0
"7022","Ouratea oligantha",0
"7023","Ouratea orbignyana",0
"7024","Ouratea orisina",0
"7025","Ouratea palmata",0
"7026","Ouratea paraensis",0
"7027","Ouratea paratatei",0
"7028","Ouratea paruensis",0
"7029","Ouratea pastazana",0
"7030","Ouratea patens",0
"7031","Ouratea pendula",0
"7032","Ouratea pendulosepala",0
"7033","Ouratea phaeophylla",0
"7034","Ouratea pisiformis",0
"7035","Ouratea poeppigii",0
"7036","Ouratea polyantha",0
"7037","Ouratea polygyna",0
"7038","Ouratea pseudogigantophylla",0
"7039","Ouratea pseudoguildingii",0
"7040","Ouratea ptaritepuiensis",0
"7041","Ouratea pulchrifolia",0
"7042","Ouratea pulverulenta",0
"7043","Ouratea racemiformis",0
"7044","Ouratea ramiflora",0
"7045","Ouratea ramosissima",0
"7046","Ouratea retrorsa",0
"7047","Ouratea rigida",0
"7048","Ouratea riparia",0
"7049","Ouratea roraimae",0
"7050","Ouratea rorida",0
"7051","Ouratea rupununiensis",0
"7052","Ouratea sastrei",0
"7053","Ouratea saulensis",0
"7054","Ouratea scandens",0
"7055","Ouratea schomburgkii",0
"7056","Ouratea scottii",1
"7057","Ouratea sculpta",0
"7058","Ouratea sipaliwiniensis",0
"7059","Ouratea sipapoensis",0
"7060","Ouratea soderstromii",0
"7061","Ouratea spruceana",0
"7062","Ouratea subamplexicaulis",0
"7063","Ouratea subcaudata",0
"7064","Ouratea superba",0
"7065","Ouratea superimpressa",0
"7066","Ouratea takutuensis",0
"7067","Ouratea tarapotensis",0
"7068","Ouratea tenuifolia",0
"7069","Ouratea thyrsoidea",0
"7070","Ouratea verruculosa",0
"7071","Ouratea vieirae",0
"7072","Ouratea wallnoeferiana",0
"7073","Ouratea weberbaueri",0
"7074","Ouratea werdermannii",0
"7075","Ouratea williamsii",0
"7076","Ouratea yapacana",0
"7077","Perissocarpa ondox",0
"7078","Perissocarpa steyermarkii",0
"7079","Perissocarpa umbellifera",0
"7080","Philacra auriculata",0
"7081","Philacra longifolia",0
"7082","Poecilandra retusa",0
"7083","Quiina amazonica",0
"7084","Quiina attenuata",0
"7085","Quiina berryi",0
"7086","Quiina blackii",0
"7087","Quiina cidiana",0
"7088","Quiina cruegeriana",0
"7089","Quiina florida",0
"7090","Quiina gentryi",0
"7091","Quiina grandifolia",0
"7092","Quiina guianensis",0
"7093","Quiina indigofera",0
"7094","Quiina integrifolia",0
"7095","Quiina leptoclada",0
"7096","Quiina longifolia",0
"7097","Quiina macrophylla",0
"7098","Quiina maguirei",0
"7099","Quiina maracaensis",0
"7100","Quiina negrensis",0
"7101","Quiina obovata",0
"7102","Quiina oiapocensis",0
"7103","Quiina paraensis",0
"7104","Quiina parvifolia",0
"7105","Quiina piresii",0
"7106","Quiina pteridophylla",1
"7107","Quiina rhytidopus",0
"7108","Quiina sessilis",0
"7109","Quiina tinifolia",0
"7110","Quiina wurdackii",0
"7111","Quiina yatuensis",1
"7112","Rhytidanthera splendida",0
"7113","Sauvagesia amoena",0
"7114","Sauvagesia angustifolia",0
"7115","Sauvagesia deflexifolia",0
"7116","Sauvagesia elata",0
"7117","Sauvagesia erecta",1
"7118","Sauvagesia falcisepala",0
"7119","Sauvagesia fruticosa",0
"7120","Sauvagesia longifolia",0
"7121","Sauvagesia ramosa",0
"7122","Sauvagesia ramosissima",0
"7123","Sauvagesia rubiginosa",0
"7124","Sauvagesia sprengelii",0
"7125","Sauvagesia tafelbergensis",0
"7126","Touroulia amazonica",0
"7127","Touroulia guianensis",0
"7128","Tyleria terrae-humilis",0
"7129","Wallacea insignis",0
"7130","Wallacea multiflora",0
"7131","Aptandra caudata",0
"7132","Aptandra liriosmoides",0
"7133","Aptandra tubicina",0
"7134","Brachynema axillare",0
"7135","Brachynema ramiflorum",0
"7136","Cathedra acuminata",0
"7137","Cathedra paraensis",0
"7138","Chaunochiton angustifolium",0
"7139","Chaunochiton kappleri",0
"7140","Chaunochiton loranthoides",0
"7141","Curupira tefeensis",0
"7142","Douradoa consimilis",0
"7143","Dulacia candida",0
"7144","Dulacia crassa",0
"7145","Dulacia cyanocarpa",0
"7146","Dulacia egleri",0
"7147","Dulacia guianensis",0
"7148","Dulacia inopiflora",0
"7149","Dulacia macrophylla",0
"7150","Dulacia redmondii",0
"7151","Dulacia tepuiensis",0
"7152","Heisteria acuminata",0
"7153","Heisteria amazonica",0
"7154","Heisteria amphoricarpa",0
"7155","Heisteria barbata",0
"7156","Heisteria cauliflora",0
"7157","Heisteria concinna",0
"7158","Heisteria densifrons",0
"7159","Heisteria duckei",0
"7160","Heisteria huberiana",0
"7161","Heisteria insculpta",0
"7162","Heisteria latifolia",0
"7163","Heisteria laxiflora",0
"7164","Heisteria maguirei",0
"7165","Heisteria maytenoides",0
"7166","Heisteria nitida",0
"7167","Heisteria ovata",0
"7168","Heisteria pentandra",0
"7169","Heisteria scandens",0
"7170","Heisteria spruceana",0
"7171","Maburea trinervis",0
"7172","Minquartia guianensis",14
"7173","Ptychopetalum olacoides",8
"7174","Ptychopetalum uncinatum",0
"7175","Tetrastylidium peruvianum",0
"7176","Ximenia americana",0
"7177","Chionanthus guianensis",0
"7178","Chionanthus implicatus",0
"7179","Chionanthus trichotomus",0
"7180","Chionanthus wurdackii",0
"7181","Agonandra brasiliensis",0
"7182","Agonandra peruviana",0
"7183","Agonandra silvatica",0
"7184","Acianthera casapensis",0
"7185","Acianthera ciliata",0
"7186","Acianthera discophylla",0
"7187","Acianthera erythrogramma",0
"7188","Acianthera fockei",0
"7189","Acianthera miqueliana",0
"7190","Acianthera pubescens",0
"7191","Acianthera silvae",0
"7192","Acianthera yauaperyensis",0
"7193","Acineta alticola",0
"7194","Aganisia cyanea",0
"7195","Aganisia fimbriata",0
"7196","Aganisia pulchella",0
"7197","Anathallis amazonica",1
"7198","Anathallis barbulata",0
"7199","Anathallis brevipes",0
"7200","Anathallis ciliolata",0
"7201","Anathallis fastigiata",0
"7202","Anathallis funerea",0
"7203","Anathallis humilis",0
"7204","Anathallis imberbis",0
"7205","Anathallis manausensis",1
"7206","Anathallis nanifolia",0
"7207","Anathallis polygonoides",0
"7208","Anathallis roseopapillosa",0
"7209","Anathallis sclerophylla",0
"7210","Anathallis sertularioides",0
"7211","Anathallis spiculifera",0
"7212","Anathallis taracuana",0
"7213","Aspasia principissa",0
"7214","Aspasia variegata",0
"7215","Aspidogyne confusa",0
"7216","Aspidogyne foliosa",0
"7217","Aspidogyne longicornu",0
"7218","Aspidogyne mystacina",0
"7219","Aspidogyne pumila",0
"7220","Aspidogyne repens",0
"7221","Barbosella orbicularis",0
"7222","Batemannia colleyi",0
"7223","Batemannia lepida",0
"7224","Beloglottis costaricensis",0
"7225","Bifrenaria longicornis",0
"7226","Bifrenaria steyermarkii",0
"7227","Bifrenaria venezuelana",0
"7228","Bletia catenulata",0
"7229","Bletia purpurea",0
"7230","Brachionidium brevicaudatum",0
"7231","Brachionidium longicaudatum",0
"7232","Brachionidium neblinense",0
"7233","Brachionidium parvifolium",0
"7234","Brachionidium tuberculatum",0
"7235","Brachystele guayanensis",0
"7236","Braemia vittata",0
"7237","Brassavola fasciculata",0
"7238","Brassavola martiana",0
"7239","Brassia angustilabia",0
"7240","Brassia arachnoidea",0
"7241","Brassia bidens",0
"7242","Brassia caudata",0
"7243","Brassia chloroleuca",0
"7244","Brassia cochleata",0
"7245","Brassia huebneri",0
"7246","Brassia iguapoana",0
"7247","Brassia lanceana",0
"7248","Brassia neglecta",0
"7249","Brassia verrucosa",0
"7250","Brassia villosa",0
"7251","Bulbophyllum bracteolatum",0
"7252","Bulbophyllum exaltatum",0
"7253","Bulbophyllum quadrisetum",0
"7254","Bulbophyllum setigerum",0
"7255","Caluera surinamensis",0
"7256","Caluera tavaresii",0
"7257","Caluera vulpina",0
"7258","Camaridium ochroleucum",0
"7259","Camaridium vestitum",0
"7260","Campylocentrum amazonicum",0
"7261","Campylocentrum benelliae",0
"7262","Campylocentrum fasciola",0
"7263","Campylocentrum fernandezii",0
"7264","Campylocentrum hondurense",0
"7265","Campylocentrum huebneri",0
"7266","Campylocentrum kuntzei",0
"7267","Campylocentrum matogrossense",0
"7268","Campylocentrum micranthum",0
"7269","Campylocentrum minutum",0
"7270","Campylocentrum pachyrrhizum",0
"7271","Campylocentrum poeppigii",0
"7272","Campylocentrum steyermarkii",0
"7273","Campylocentrum tenue",0
"7274","Catasetum aculeatum",0
"7275","Catasetum alatum",0
"7276","Catasetum albovirens",0
"7277","Catasetum albuquerquei",0
"7278","Catasetum aripuanense",0
"7279","Catasetum ariquemense",0
"7280","Catasetum barbatum",0
"7281","Catasetum bifidum",0
"7282","Catasetum boyi",0
"7283","Catasetum brichtae",0
"7284","Catasetum callosum",0
"7285","Catasetum carrenhianum",0
"7286","Catasetum cassideum",0
"7287","Catasetum caxarariense",0
"7288","Catasetum ciliatum",0
"7289","Catasetum collare",0
"7290","Catasetum complanatum",0
"7291","Catasetum cristatum",0
"7292","Catasetum cucullatum",0
"7293","Catasetum deltoideum",0
"7294","Catasetum discolor",0
"7295","Catasetum dupliciscutula",0
"7296","Catasetum ferox",0
"7297","Catasetum fuchsii",0
"7298","Catasetum galeritum",1
"7299","Catasetum gnomus",0
"7300","Catasetum hopkinsonianum",0
"7301","Catasetum incurvum",0
"7302","Catasetum juruenense",0
"7303","Catasetum kleberianum",0
"7304","Catasetum kraenzlinianum",0
"7305","Catasetum lanceatum",0
"7306","Catasetum lemosii",0
"7307","Catasetum longifolium",0
"7308","Catasetum longipes",0
"7309","Catasetum macrocarpum",0
"7310","Catasetum maculatum",0
"7311","Catasetum matogrossense",0
"7312","Catasetum meeae",0
"7313","Catasetum mojuense",0
"7314","Catasetum moorei",0
"7315","Catasetum multifidum",0
"7316","Catasetum oriximinaense",0
"7317","Catasetum ornithoides",0
"7318","Catasetum osakadianum",0
"7319","Catasetum osculatum",0
"7320","Catasetum palmeirinhense",0
"7321","Catasetum parguazense",0
"7322","Catasetum pileatum",0
"7323","Catasetum planiceps",0
"7324","Catasetum pulchrum",0
"7325","Catasetum quadridens",0
"7326","Catasetum randii",0
"7327","Catasetum reichenbachianum",0
"7328","Catasetum richteri",0
"7329","Catasetum rigidum",0
"7330","Catasetum rionegrense",0
"7331","Catasetum rolfeanum",0
"7332","Catasetum rondonense",0
"7333","Catasetum roseoalbum",0
"7334","Catasetum saccatum",0
"7335","Catasetum schmidtianum",0
"7336","Catasetum seccoi",0
"7337","Catasetum semicirculatum",0
"7338","Catasetum stenoglossum",0
"7339","Catasetum teixeiranum",0
"7340","Catasetum tenebrosum",0
"7341","Catasetum tenuiglossum",0
"7342","Catasetum tigrinum",0
"7343","Catasetum tucuruiense",0
"7344","Cattleya araguaiensis",0
"7345","Cattleya lawrenceana",0
"7346","Cattleya luteola",0
"7347","Cattleya nobilior",0
"7348","Cattleya violacea",0
"7349","Cattleya wallisii",0
"7350","Caularthron bicornutum",0
"7351","Caularthron bilamellatum",0
"7352","Chaubardia klugii",0
"7353","Chaubardia surinamensis",0
"7354","Chaubardiella tigrina",0
"7355","Cheiradenia cuspidata",0
"7356","Christensonella uncata",0
"7357","Cleistes rosea",0
"7358","Cleistes tenuis",0
"7359","Clowesia amazonica",0
"7360","Clowesia warczewiczii",0
"7361","Comparettia barkeri",0
"7362","Comparettia ecalcarata",0
"7363","Comparettia paraguaensis",0
"7364","Coryanthes albertinae",0
"7365","Coryanthes bicalcarata",0
"7366","Coryanthes boyi",0
"7367","Coryanthes bruchmuelleri",0
"7368","Coryanthes cataniapoensis",0
"7369","Coryanthes cavalcantei",0
"7370","Coryanthes dasilvae",0
"7371","Coryanthes elegantium",0
"7372","Coryanthes elianae",0
"7373","Coryanthes feildingii",0
"7374","Coryanthes macrantha",0
"7375","Coryanthes maculata",0
"7376","Coryanthes mastersiana",0
"7377","Coryanthes minima",0
"7378","Coryanthes miuaensis",0
"7379","Coryanthes speciosa",0
"7380","Coryanthes vieirae",0
"7381","Cryptarrhena guatemalensis",0
"7382","Cryptarrhena kegelii",0
"7383","Cryptarrhena lunata",0
"7384","Cyclopogon bicolor",0
"7385","Cyclopogon inaequilaterus",0
"7386","Cyclopogon olivaceus",0
"7387","Cycnoches haagii",0
"7388","Cycnoches loddigesii",0
"7389","Cycnoches manoelae",0
"7390","Cycnoches pentadactylum",0
"7391","Cyrtopodium andersonii",0
"7392","Cyrtopodium cachimboense",0
"7393","Cyrtopodium cristatum",0
"7394","Cyrtopodium parviflorum",0
"7395","Degranvillea dermaptera",0
"7396","Dichaea anchoraelabia",0
"7397","Dichaea brachyphylla",0
"7398","Dichaea cogniauxiana",0
"7399","Dichaea cornuta",0
"7400","Dichaea fusca",0
"7401","Dichaea graminoides",0
"7402","Dichaea hookeri",0
"7403","Dichaea hystricina",0
"7404","Dichaea integrilabia ",0
"7405","Dichaea kegelii",0
"7406","Dichaea morrisii",0
"7407","Dichaea panamensis",0
"7408","Dichaea pendula",0
"7409","Dichaea picta",0
"7410","Dichaea pumila",0
"7411","Dichaea rendlei",0
"7412","Dichaea rodriguesii",0
"7413","Dichaea splitgerberi",0
"7414","Dichaea tenuis",0
"7415","Dichaea trulla",0
"7416","Dichaea weigeltii",0
"7417","Dimerandra carnosiflora",0
"7418","Dimerandra emarginata",0
"7419","Dryadella osmariniana",0
"7420","Duckeella adolphii",0
"7421","Duckeella pauciflora",0
"7422","Dunstervillea mirabilis",0
"7423","Echinosepala aspasicensis",0
"7424","Echinosepala uncinata",0
"7425","Effusiella imraei",0
"7426","Elleanthus caravata",0
"7427","Elleanthus columnaris",0
"7428","Elleanthus furfuraceus",0
"7429","Elleanthus linifolius",0
"7430","Elleanthus malpighiiflorus",0
"7431","Elleanthus norae",0
"7432","Elleanthus sphaerocephalus",0
"7433","Elleanthus strobilifer",0
"7434","Elleanthus virgatus",0
"7435","Encyclia argentinensis",0
"7436","Encyclia caximboensis",0
"7437","Encyclia chironii",0
"7438","Encyclia conchaechila",0
"7439","Encyclia dasilvae",0
"7440","Encyclia diurna",0
"7441","Encyclia granitica",0
"7442","Encyclia guianensis",0
"7443","Encyclia ivonae",0
"7444","Encyclia mapuerae",1
"7445","Encyclia pachyantha",0
"7446","Encyclia randii",0
"7447","Encyclia yauaperyensis",0
"7448","Epidendrum acreense",0
"7449","Epidendrum amapaense",0
"7450","Epidendrum amazonicoriifolium",0
"7451","Epidendrum amblostomoides",0
"7452","Epidendrum anceps",0
"7453","Epidendrum apaganum",0
"7454","Epidendrum bakrense",0
"7455","Epidendrum calanthum",0
"7456","Epidendrum carpophorum",0
"7457","Epidendrum chauvetii",0
"7458","Epidendrum ciliare",0
"7459","Epidendrum compressum",0
"7460","Epidendrum coronatum",0
"7461","Epidendrum cremersii",0
"7462","Epidendrum cristatum",0
"7463","Epidendrum densiflorum",0
"7464","Epidendrum dentilobum",0
"7465","Epidendrum dichaeoides",0
"7466","Epidendrum flexuosum",0
"7467","Epidendrum foulquieri",0
"7468","Epidendrum hombersleyi",0
"7469","Epidendrum ibaguense",0
"7470","Epidendrum imthurnii",0
"7471","Epidendrum klotzschianum",0
"7472","Epidendrum linearidifforme",0
"7473","Epidendrum longicolle",0
"7474","Epidendrum macrocarpum",0
"7475","Epidendrum magnicallosum",0
"7476","Epidendrum mantinianum",0
"7477","Epidendrum micronocturnum",0
"7478","Epidendrum microphyllum",0
"7479","Epidendrum minus",0
"7480","Epidendrum miserrimum",0
"7481","Epidendrum myrmecophorum",0
"7482","Epidendrum nocturnum",0
"7483","Epidendrum orchidiflorum",0
"7484","Epidendrum paniculatum",0
"7485","Epidendrum patens",0
"7486","Epidendrum peperomia",0
"7487","Epidendrum prostratum",0
"7488","Epidendrum purpurascens",0
"7489","Epidendrum queirozianum",0
"7490","Epidendrum ramosum",0
"7491","Epidendrum rectopedunculatum",0
"7492","Epidendrum rigidum",0
"7493","Epidendrum rondoniense",0
"7494","Epidendrum schlechterianum",0
"7495","Epidendrum schlimii",0
"7496","Epidendrum sculptum",0
"7497","Epidendrum smaragdinum",0
"7498","Epidendrum spilotum",0
"7499","Epidendrum spruceanum",0
"7500","Epidendrum strobiliferum",0
"7501","Epidendrum strobiloides",0
"7502","Epidendrum uleinanodes",0
"7503","Epidendrum unguiculatum",0
"7504","Epidendrum viviparum",0
"7505","Epistephium duckei",0
"7506","Epistephium ellipticum",0
"7507","Epistephium hernandii",0
"7508","Epistephium parviflorum",0
"7509","Epistephium williamsii",0
"7510","Eriopsis biloba",0
"7511","Eriopsis sceptrum",0
"7512","Erycina glossomystax",0
"7513","Erycina pumilio",0
"7514","Erycina pusilla",0
"7515","Galeandra baueri",0
"7516","Galeandra cristata",0
"7517","Galeandra devoniana",0
"7518","Galeandra magnicolumna",0
"7519","Galeandra minax",0
"7520","Galeandra santarenensis",0
"7521","Galeandra stangeana",0
"7522","Galeottia burkei",0
"7523","Galeottia fimbriata",0
"7524","Galeottia jorisiana",0
"7525","Galeottia negrensis",0
"7526","Gongora atropurpurea",0
"7527","Gongora histrionica",0
"7528","Gongora jauariensis",0
"7529","Gongora juruaensis",0
"7530","Gongora minax",0
"7531","Gongora nigrita",0
"7532","Gongora pleiochroma",0
